id;latitude;longitude;name;number;address;total_bases
1;40.4168961;-3.7024255;Puerta del Sol A;1a;Puerta del Sol nº 1;24
2;40.4170009;-3.7024207000000002;Puerta del Sol B;1b;Puerta del Sol nº 1;24
3;40.4205886;-3.7058415;Miguel Moya;2;Calle Miguel Moya nº 1;24
4;40.4302937;-3.7069171;Plaza Conde Suchil;3;Plaza del Conde Suchil nº 2-4;18
5;40.4285524;-3.7025875;Malasaña;4;Calle Manuela Malasaña nº 5;24
6;40.428528;-3.7020599;Fuencarral;5;Calle Fuencarral nº 108;27
7;40.424147999999995;-3.6984470000000003;Colegio Arquitectos;6;Calle Hortaleza nº 63;24
8;40.4251906;-3.6977714999999995;Hortaleza;7;Calle Hortaleza nº 75;21
9;40.427868200000006;-3.6954403;Alonso Martínez;8;Plaza de Alonso Martínez nº 5;24
10;40.4156057;-3.7095084000000003;Plaza de San Miguel;9;Plaza de San Miguel nº 9;24
11;40.4250863;-3.6918807;Marqués de la Ensenada;10;Calle Marqués de la Ensenada nº 16;24
12;40.42694829999999;-3.7035918;San Andrés;11;Calle San Andrés nº 18;24
13;40.42842460000001;-3.7061931000000006;San Hermenegildo;12;Calle San Bernardo nº 85;24
14;40.4273264;-3.7104417;Conde Duque;13;Calle Conde Duque nº 22;24
15;40.426095700000005;-3.713479;Ventura Rodríguez;14;Calle Ventura Rodríguez nº 2;24
16;40.426164899999996;-3.7073763999999994;San Vicente Ferrer;15;Calle San Vicente Ferrer nº 64;21
17;40.4230721;-3.7075065;San Bernardo;16;Calle San Bernardo nº 22;21
18;40.4232649;-3.7038312000000007;Carlos Cambronero;17;Plaza de Carlos Cambronero nº 2;24
19;40.4207773;-3.6996502;Plaza de Pedro Zerolo;18;Plaza de Pedro Zerolo;24
20;40.42186160000001;-3.6954983;Prim;19;Calle Prim nº 2;24
21;40.4192342;-3.6954615;Banco de España A;20a;Calle Alcalá nº 49;30
23;40.4197872;-3.7014814;Red de San Luis A;21a;Calle Montera nº 48;24
24;40.419720399999996;-3.7015235;Red de San Luis B;21b;Calle Montera nº 47;24
25;40.4200783;-3.7065376000000003;Jacometrezo;22;Calle Jacometrezo nº 3;24
26;40.4197429;-3.7080733;Santo Domingo;23;Plaza de Santo Domingo nº 1;24
27;40.417908000000004;-3.710692;Palacio de Oriente;24;Calle Carlos III nº 1;24
28;40.4173114;-3.7064809000000003;Plaza de Celenque A;25a;Plaza de Celenque nº 1;24
29;40.417278100000004;-3.7063837;Plaza de Celenque B;25b;Plaza de Celenque nº 1;24
30;40.423854999999996;-3.694475;Plaza de las Salesas;26;Plaza de las Salesas 7;24
31;40.4132798;-3.6956178;Huertas;27;Calle Jesús nº 1;24
32;40.418166299999996;-3.6992599999999998;Sevilla;28;Calle Alcalá nº 27;24
33;40.4162619;-3.6957355000000005;Marqués de Cubas;29;Calle del Marqués de Cubas nº 25;24
34;40.419209499999994;-3.711504;San Quintín;30;Calle Pavía nº 6;27
35;40.4163638;-3.7068969;Calle Mayor;31;Calle Mayor nº 20;27
36;40.4150099;-3.7061032;Plaza de la Provincia;32;Plaza de la Provincia nº 1;18
37;40.4157138;-3.7031807999999997;Carretas;33;Calle Carretas nº 8;24
38;40.4146755;-3.7036824999999998;Jacinto Benavente;34;Plaza de Jacinto Benavente;24
39;40.414193100000006;-3.7103285;Plaza del Cordón;35;Plaza del Cordón nº 1;24
40;40.4167281;-3.7124038;Plaza de Ramales;36;Plaza de Ramales nº 1;24
41;40.41084420000001;-3.7144964;Plaza San Francisco;37;Plaza de San Francisco nº 5;24
